customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Original_Index,Churn_Probability,Predicted_Churn,Risk_Level,Customer_Segment,Retention_Recommendation,Retention_Strategy,Retention_Priority,Recommended_Campaign
2171-UDMFD,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,No,2440,0.137322,0,Low,1.0,Offer annual or long-term contract incentive,Maintain regular engagement; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
7036-TYDEC,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,No,2210,0.13580655,0,Low,0.0,Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
3831-YCPUO,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,No,6115,0.004210943,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
0121-SNYRK,Male,0,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,No,1333,0.0053377748,0,Low,1.0,Offer online backup package,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
3325-FUYCG,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.1,2847.4,Yes,2451,0.12046275,0,Low,0.0,Offer technical support assistance; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Technical support promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
1952-DVVSW,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,184.4,No,6384,0.037718788,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
3571-DPYUH,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,No,527,0.059762754,0,Low,0.0,Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
2077-MPJQO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,No,5839,0.8831669,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
2391-SOORI,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,Yes,3743,0.40466842,0,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Offer online backup package; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
4086-ATNFV,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,No,3441,0.027613929,0,Low,1.0,Offer technical support assistance,Maintain regular engagement; Technical support promotion; Early intervention and retention campaign,Low,Customer Loyalty Campaign
3396-DKDEL,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8250.0,No,5819,0.022638788,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
7471-MQPOS,Male,1,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,No,6763,0.16383073,0,Low,0.0,Promote online security service,Maintain regular engagement; Online security package promotion; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
7181-OQCUT,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,No,4144,0.6219533,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
3489-VSFRD,Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,No,2949,0.025010742,0,Low,0.0,Offer online backup package,Maintain regular engagement; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
6283-GITPX,Male,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,No,5344,0.00546727,0,Low,0.0,Continue regular customer engagement,Maintain regular engagement; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
2845-HSJCY,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes,1346,0.8055715,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
7216-KAOID,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,No,4543,0.018193068,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
6680-WKXRZ,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes,945,0.67553705,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
2346-LOCWC,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1191.4,No,6433,0.0022443314,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
0769-MURVM,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,No,4162,0.0024681555,0,Low,0.0,Continue regular customer engagement,Maintain regular engagement; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
3374-LXDEV,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,1132.35,Yes,5728,0.5015314,1,Medium,1.0,Offer annual or long-term contract incentive; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
5318-YKDPV,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,No,821,0.009835223,0,Low,0.0,Offer online backup package,Maintain regular engagement; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
8190-ZTQFB,Male,0,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,No,4849,0.26318815,0,Low,1.0,Offer technical support assistance; Promote online security service; Offer online backup package,Maintain regular engagement; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Low,Customer Loyalty Campaign
4512-ZUIYL,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,Yes,5860,0.6626862,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
3090-QFUVD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,No,5778,0.17852288,0,Low,1.0,Offer annual or long-term contract incentive; Provide early-stage customer engagement,Maintain regular engagement; Early customer onboarding support; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
4806-KEXQR,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,4466,0.753611,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,High,Retention Offer Campaign
2369-FEVNO,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,No,6761,0.8316054,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Provide early-stage customer engagement,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Early intervention and retention campaign,Critical,Immediate Personal Outreach
9637-CDTKZ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,No,1875,0.0054299836,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,49,0.018690415,0,Low,0.0,Offer online backup package,Maintain regular engagement; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
2212-LYASK,Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,No,2237,0.100190036,0,Low,1.0,Offer technical support assistance; Promote online security service,Maintain regular engagement; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Low,Customer Loyalty Campaign
9481-SFCQY,Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,No,2435,0.22400679,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
2828-SLQPF,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,No,3482,0.42517978,0,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
4647-MUZON,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,No,3928,0.5004319,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
8212-DJRCH,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,No,6804,0.70364773,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,High,Retention Offer Campaign
0516-OOHAR,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799.0,No,6701,0.14493343,0,Low,0.0,Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
4973-RLZVI,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,No,4877,0.12793045,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
8089-UZWLX,Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,No,1187,0.048457984,0,Low,0.0,Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
9732-KPKBW,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,Yes,4823,0.50682473,1,Medium,1.0,Offer annual or long-term contract incentive; Offer online backup package; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
9715-WZCLW,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,No,5406,0.061540414,0,Low,0.0,Offer technical support assistance; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Technical support promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
0257-KXZGU,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,4403,0.07991365,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
0707-HOVVN,Female,1,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,No,4512,0.034204282,0,Low,0.0,Promote online security service,Maintain regular engagement; Online security package promotion; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
5501-TVMGM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,3202,0.7144595,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,High,Retention Offer Campaign
3422-LYEPQ,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,5812,0.88266164,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
2277-VWCNI,Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No,4382,0.67164993,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
5461-QKNTN,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,No,1179,0.41297397,0,Medium,0.0,Offer annual or long-term contract incentive; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Medium,Contract Upgrade Campaign
3967-KXAPS,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.3,6719.9,No,6659,0.0020787497,0,Low,0.0,Review pricing and provide personalized offer,Maintain regular engagement; Personalized pricing review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
6919-ELBGL,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,746,0.00833538,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
8361-LTMKD,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,Yes,7041,0.8216486,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
1131-ALZWV,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,No,4300,0.08083947,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,3380,0.95171344,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
8992-CEUEN,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,No,1151,0.15288134,0,Low,1.0,Offer annual or long-term contract incentive; Provide early-stage customer engagement,Maintain regular engagement; Early customer onboarding support; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
3320-VEOYC,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No,5019,0.9055877,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
3672-YITQD,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Yes,5177,0.86720794,1,High,0.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Critical,Immediate Personal Outreach
6080-TCMYC,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,3292.3,No,3579,0.65884984,1,Medium,0.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Medium,Contract Upgrade Campaign
6734-FQAJX,Male,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,7171.7,No,6369,0.05728304,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
1063-DHQJF,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,No,3419,0.0067321025,0,Low,0.0,Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
3976-NLDEZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,No,5219,0.6810193,1,Medium,1.0,Offer annual or long-term contract incentive; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
1729-VLAZJ,Female,0,No,Yes,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,411.45,No,3934,0.01529468,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
3400-ESFUW,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,4386,0.0064984118,0,Low,0.0,Continue regular customer engagement,Maintain regular engagement; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
5271-YNWVR,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,Yes,5581,0.02737756,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,2282,0.67445254,1,Medium,0.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Medium,Contract Upgrade Campaign
0958-YHXGP,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,4327,0.6553407,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
1494-EJZDW,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,No,4589,0.00988055,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
1816-FLZDK,Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,No,3753,0.36667022,0,Low,1.0,Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Provide early-stage customer engagement,Maintain regular engagement; Early customer onboarding support; Long-term contract conversion offer; Online security package promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
2075-PUEPR,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,No,552,0.025483768,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
1833-TCXKK,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,No,5444,0.74593246,1,High,0.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,High,Retention Offer Campaign
1436-ZMJAN,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No,1567,0.1564051,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
0106-UGRDO,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,No,2926,0.032382786,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
